index,STID,YYYYMMDDhhmm,RELH,TAIR,WSPD,WVEC,WDIR,WDSD,WSSD,WMAX,RAIN,PRES,SRAD,TA9M,WS2M
253586,CHEY,2024-03-29 01:00:00,38,17.1,6.9,6.8,157,8.9,1.0,8.9,0.0,932.32,5,17.4,5.9
253706,CHEY,2024-03-29 02:00:00,43,15.4,8.2,8.1,157,8.1,1.4,12.1,0.0,932.09,0,15.8,7.0
253826,CHEY,2024-03-29 03:00:00,48,14.1,8.4,8.4,166,7.2,1.2,11.2,0.0,932.23,0,14.4,7.3
253946,CHEY,2024-03-29 04:00:00,47,14.1,8.4,8.3,170,6.7,1.3,11.1,0.0,932.14,0,14.4,7.2
254066,CHEY,2024-03-29 05:00:00,49,14.0,10.1,9.9,173,9.0,1.2,12.8,0.0,931.34,0,14.3,8.5
254186,CHEY,2024-03-29 06:00:00,53,13.0,9.2,9.1,177,7.0,1.1,11.7,0.0,931.45,0,13.3,7.8
254306,CHEY,2024-03-29 07:00:00,56,11.6,8.1,8.0,186,8.0,1.0,10.3,0.0,931.0,0,11.9,6.8
254426,CHEY,2024-03-29 08:00:00,57,11.3,9.5,9.5,190,6.0,1.1,12.4,0.0,930.34,0,11.6,7.9
254546,CHEY,2024-03-29 09:00:00,62,10.4,8.8,8.7,186,7.1,1.0,10.6,0.0,929.63,0,10.6,7.4
254666,CHEY,2024-03-29 10:00:00,66,10.1,9.2,9.1,184,6.6,1.0,11.4,0.0,929.08,0,10.3,7.9
254786,CHEY,2024-03-29 11:00:00,69,9.8,9.2,9.2,179,6.4,1.1,11.6,0.0,928.67,0,10.0,7.8
254906,CHEY,2024-03-29 12:00:00,71,9.5,9.0,9.0,179,6.5,1.1,11.1,0.0,928.59,0,9.7,7.8
255026,CHEY,2024-03-29 13:00:00,72,9.7,8.9,8.8,182,6.0,1.0,11.2,0.0,928.53,32,9.8,7.5
255146,CHEY,2024-03-29 14:00:00,69,10.7,9.5,9.4,188,8.0,1.3,12.9,0.0,928.33,99,10.6,8.1
255266,CHEY,2024-03-29 15:00:00,65,11.9,11.9,11.8,186,5.9,1.3,14.8,0.0,928.0,142,11.7,10.2
255386,CHEY,2024-03-29 16:00:00,61,13.8,9.9,9.8,193,7.4,1.6,13.5,0.0,928.54,241,13.5,8.5
255506,CHEY,2024-03-29 17:00:00,57,15.4,11.1,11.1,186,6.9,1.6,15.2,0.0,928.38,196,15.2,9.4
255626,CHEY,2024-03-29 18:00:00,55,16.4,10.2,10.1,195,8.4,1.6,13.8,0.0,928.27,185,16.2,8.7
255746,CHEY,2024-03-29 19:00:00,58,16.9,9.3,9.2,190,8.3,1.7,12.5,0.0,928.05,289,16.5,7.9
255866,CHEY,2024-03-29 20:00:00,50,18.6,9.3,9.2,186,8.0,1.4,13.1,0.0,927.56,299,18.4,8.2
255986,CHEY,2024-03-29 21:00:00,48,19.6,8.5,8.4,179,7.3,1.2,11.8,0.0,927.31,274,19.4,7.3
256106,CHEY,2024-03-29 22:00:00,47,19.6,9.4,9.4,173,7.2,1.4,12.8,0.0,926.95,235,19.4,8.2
256226,CHEY,2024-03-29 23:00:00,48,20.3,9.1,9.0,169,8.4,1.3,12.6,0.0,926.77,435,19.8,7.9
256346,CHEY,2024-03-30 00:00:00,49,20.2,9.9,9.8,174,7.4,1.0,12.3,0.0,926.41,160,20.2,8.4
256466,CHEY,2024-03-30 01:00:00,56,18.7,8.2,8.1,183,6.5,1.2,10.4,0.0,926.52,6,19.1,7.1
256586,CHEY,2024-03-30 02:00:00,59,17.8,9.1,9.0,179,6.6,1.1,11.6,0.0,926.66,0,18.1,7.7
256706,CHEY,2024-03-30 03:00:00,62,17.3,8.3,8.2,181,5.8,1.0,11.1,0.0,927.58,0,17.7,7.2
256826,CHEY,2024-03-30 04:00:00,65,16.6,7.8,7.7,183,7.0,1.0,10.3,0.0,927.91,0,17.1,6.4
256946,CHEY,2024-03-30 05:00:00,70,15.4,6.7,6.7,184,5.8,0.7,8.7,0.0,928.28,0,15.9,5.5
257066,CHEY,2024-03-30 06:00:00,71,15.2,7.6,7.5,196,5.4,0.9,9.7,0.0,928.23,0,15.7,6.1
257186,CHEY,2024-03-30 07:00:00,70,15.3,7.6,7.5,201,6.3,0.7,9.5,0.0,928.19,0,15.8,5.9
257306,CHEY,2024-03-30 08:00:00,70,15.1,7.8,7.8,198,5.2,1.0,9.9,0.0,927.91,0,15.6,6.2
257426,CHEY,2024-03-30 09:00:00,75,13.9,3.7,1.5,269,62.0,1.2,6.3,0.0,928.2,0,14.3,2.6
257546,CHEY,2024-03-30 10:00:00,85,11.0,4.1,4.1,191,2.0,0.2,4.5,0.0,928.29,0,12.9,2.5
257666,CHEY,2024-03-30 11:00:00,90,8.6,3.9,3.9,303,7.6,0.5,4.7,0.0,929.03,0,9.5,2.3
257786,CHEY,2024-03-30 12:00:00,85,5.9,4.4,4.4,324,5.8,0.3,5.3,0.0,929.69,0,6.6,2.7
257906,CHEY,2024-03-30 13:00:00,95,6.3,3.7,3.6,1,15.3,0.5,4.6,0.0,930.95,41,6.5,2.5
258026,CHEY,2024-03-30 14:00:00,87,7.7,5.3,5.2,358,13.9,0.7,6.9,0.0,931.46,120,7.3,3.9
258146,CHEY,2024-03-30 15:00:00,82,8.4,5.6,5.5,357,13.2,0.7,7.1,0.0,932.21,215,7.6,4.0
258266,CHEY,2024-03-30 16:00:00,74,10.2,4.9,4.8,360,14.4,0.9,6.9,0.0,933.04,398,9.2,3.6
258386,CHEY,2024-03-30 17:00:00,65,12.9,5.3,5.2,348,10.0,0.8,7.4,0.0,932.97,819,11.4,4.3
258506,CHEY,2024-03-30 18:00:00,58,14.9,2.3,2.1,6,23.1,1.1,4.2,0.0,932.66,919,14.3,1.6
258626,CHEY,2024-03-30 19:00:00,49,17.1,2.4,2.3,17,16.7,0.8,4.6,0.0,931.96,799,16.4,2.2
258746,CHEY,2024-03-30 20:00:00,44,19.4,1.7,1.6,21,21.1,1.3,4.0,0.0,931.17,610,18.5,1.4
258866,CHEY,2024-03-30 21:00:00,40,20.9,1.7,1.5,17,22.2,0.5,2.8,0.0,930.08,748,20.4,1.1
258986,CHEY,2024-03-30 22:00:00,43,21.3,4.8,4.8,121,7.5,0.8,6.6,0.0,929.71,375,20.5,4.3
259106,CHEY,2024-03-30 23:00:00,40,21.6,4.6,4.5,144,10.4,0.6,5.6,0.0,929.34,378,21.1,4.1
259226,CHEY,2024-03-31 00:00:00,48,19.4,5.9,5.9,154,6.1,0.9,7.6,0.0,929.3,93,19.5,5.1
259346,CHEY,2024-03-31 01:00:00,61,16.7,3.7,3.7,147,6.4,0.4,5.0,0.0,928.87,5,17.1,2.9
259466,CHEY,2024-03-31 02:00:00,68,15.0,2.2,2.2,166,4.9,0.1,2.5,0.0,928.8,0,15.8,1.5
259586,CHEY,2024-03-31 03:00:00,73,13.6,1.1,1.1,133,8.0,0.2,1.5,0.0,928.86,0,14.2,0.1
259706,CHEY,2024-03-31 04:00:00,76,14.3,2.2,2.2,150,7.0,0.3,3.0,0.0,928.42,0,14.9,1.2
259826,CHEY,2024-03-31 05:00:00,83,14.1,2.3,2.3,160,9.1,0.5,3.2,0.0,927.78,0,14.7,1.4
259946,CHEY,2024-03-31 06:00:00,82,16.6,5.2,5.1,176,8.1,0.7,7.3,0.0,927.62,0,16.8,4.1
260066,CHEY,2024-03-31 07:00:00,88,16.2,6.7,6.6,174,7.5,1.0,8.9,0.0,927.45,0,16.4,5.6
260186,CHEY,2024-03-31 08:00:00,93,15.3,6.6,6.5,181,6.6,0.8,8.5,0.0,927.01,0,15.5,5.6
260306,CHEY,2024-03-31 09:00:00,93,15.4,6.6,6.5,188,6.5,0.7,8.2,0.0,926.54,0,15.7,5.4
260426,CHEY,2024-03-31 10:00:00,94,14.8,6.6,6.6,186,5.5,0.6,7.7,0.0,926.17,0,15.0,5.5
260546,CHEY,2024-03-31 11:00:00,93,14.7,7.0,7.0,189,5.2,0.7,8.4,0.0,926.19,0,14.9,5.7
260666,CHEY,2024-03-31 12:00:00,94,14.7,6.9,6.8,187,5.3,0.7,8.9,0.0,926.43,0,14.9,5.7
260786,CHEY,2024-03-31 13:00:00,93,14.5,6.4,6.4,195,4.6,0.6,7.9,0.0,926.95,22,14.8,5.2
260906,CHEY,2024-03-31 14:00:00,88,15.4,6.6,6.6,197,5.5,0.6,8.1,0.0,927.03,107,15.5,5.3
261026,CHEY,2024-03-31 15:00:00,81,16.6,6.2,6.2,193,4.8,0.8,7.8,0.0,927.05,216,16.5,5.4
261146,CHEY,2024-03-31 16:00:00,75,17.9,5.9,5.8,196,6.7,0.6,7.1,0.0,927.35,294,17.6,5.1
261266,CHEY,2024-03-31 17:00:00,70,19.3,4.0,3.9,174,11.2,0.6,5.3,0.0,927.48,387,18.9,3.6
261386,CHEY,2024-03-31 18:00:00,65,21.1,4.3,4.3,190,9.3,1.1,6.1,0.0,926.96,600,20.5,3.9
261506,CHEY,2024-03-31 19:00:00,55,23.5,4.7,4.6,185,11.7,1.0,6.8,0.0,926.46,560,22.9,4.2
261626,CHEY,2024-03-31 20:00:00,51,24.8,6.5,6.3,168,13.0,1.0,8.7,0.0,925.21,735,23.8,5.7
261746,CHEY,2024-03-31 21:00:00,56,23.2,7.5,7.5,184,6.6,0.9,9.3,0.0,924.83,283,22.8,6.3
261866,CHEY,2024-03-31 22:00:00,72,21.5,7.5,7.4,170,9.1,1.2,9.9,0.0,924.55,153,21.3,6.6
261986,CHEY,2024-03-31 23:00:00,79,20.5,7.1,7.0,165,10.2,1.0,9.2,0.0,923.99,139,20.4,6.2
262106,CHEY,2024-04-01 00:00:00,81,19.9,8.9,8.8,168,7.2,1.5,13.2,0.0,924.07,70,19.8,7.5
