index,STID,YYYYMMDDhhmm,RELH,TAIR,WSPD,WVEC,WDIR,WDSD,WSSD,WMAX,RAIN,PRES,SRAD,TA9M,WS2M
228746,CHEY,2024-03-20 10:00:00,73,9.8,4.7,4.7,214,6.3,0.4,5.6,0.0,932.59,0,10.2,3.6
228866,CHEY,2024-03-20 11:00:00,74,9.8,5.0,5.0,206,4.6,0.4,5.9,0.0,932.07,0,10.2,3.7
228986,CHEY,2024-03-20 12:00:00,77,9.2,4.7,4.7,200,5.3,0.4,5.7,0.0,932.34,0,9.7,3.6
229106,CHEY,2024-03-20 13:00:00,79,8.8,3.5,3.5,202,5.6,0.4,4.9,0.0,932.88,19,9.2,2.5
229226,CHEY,2024-03-20 14:00:00,70,11.4,4.0,4.0,228,8.6,0.6,5.6,0.0,933.22,79,11.4,3.5
229346,CHEY,2024-03-20 15:00:00,48,17.0,3.0,2.9,280,13.8,0.6,4.9,0.0,933.36,351,16.6,2.3
229466,CHEY,2024-03-20 16:00:00,38,20.3,2.4,2.2,272,18.8,0.6,3.6,0.0,933.54,650,19.6,1.9
229586,CHEY,2024-03-20 17:00:00,34,21.2,2.7,2.4,223,25.0,1.0,5.0,0.0,933.62,777,20.9,2.3
229706,CHEY,2024-03-20 18:00:00,28,22.2,2.4,1.9,178,35.0,1.1,5.1,0.0,933.19,809,21.8,2.5
229826,CHEY,2024-03-20 19:00:00,28,23.5,4.5,4.4,142,12.3,0.8,6.3,0.0,932.43,822,22.6,4.1
229946,CHEY,2024-03-20 20:00:00,30,23.6,4.9,4.6,166,17.2,2.0,9.0,0.0,931.52,750,22.9,4.4
230066,CHEY,2024-03-20 21:00:00,30,23.8,5.8,5.6,197,11.3,1.6,8.6,0.0,930.79,700,23.0,5.0
230186,CHEY,2024-03-20 22:00:00,30,23.4,6.1,5.9,176,15.9,0.7,8.4,0.0,930.44,377,22.9,5.3
230306,CHEY,2024-03-20 23:00:00,32,22.3,5.0,5.0,174,7.8,0.9,7.0,0.0,930.64,146,22.3,4.3
230426,CHEY,2024-03-21 00:00:00,50,17.7,7.5,7.5,66,6.1,0.9,9.4,0.0,931.17,60,17.6,5.3
230546,CHEY,2024-03-21 01:00:00,69,13.7,4.9,4.9,80,6.0,0.6,6.6,0.0,932.39,2,13.8,3.4
230666,CHEY,2024-03-21 02:00:00,74,12.5,5.6,5.6,117,6.9,0.7,7.2,0.0,933.23,0,12.7,4.7
230786,CHEY,2024-03-21 03:00:00,73,12.2,6.3,6.3,102,5.8,0.8,8.5,0.0,933.45,0,12.5,5.1
230906,CHEY,2024-03-21 04:00:00,78,11.7,4.9,4.8,118,6.7,0.6,6.5,0.0,933.59,0,11.9,4.3
231026,CHEY,2024-03-21 05:00:00,77,12.3,6.4,6.4,126,5.8,0.6,7.5,0.0,933.51,0,12.6,5.5
231146,CHEY,2024-03-21 06:00:00,76,12.1,4.6,4.5,108,7.6,0.6,6.2,0.0,933.5,0,12.4,3.7
231266,CHEY,2024-03-21 07:00:00,79,11.2,2.6,2.6,114,8.8,0.4,3.8,0.0,933.25,0,11.7,1.9
231386,CHEY,2024-03-21 08:00:00,85,10.2,2.4,2.3,40,9.4,0.3,2.8,0.0,933.46,0,10.4,1.7
231506,CHEY,2024-03-21 09:00:00,93,9.3,3.5,3.4,102,8.0,0.5,4.7,0.0,933.27,0,9.4,2.6
231626,CHEY,2024-03-21 10:00:00,90,10.1,4.5,4.5,116,6.6,0.5,5.7,0.0,932.77,0,10.2,3.8
231746,CHEY,2024-03-21 11:00:00,88,11.3,3.9,3.9,114,7.0,0.5,5.2,0.0,932.58,0,11.4,3.2
231866,CHEY,2024-03-21 12:00:00,90,10.3,2.2,2.2,139,9.5,0.4,3.3,0.0,933.23,0,10.6,1.6
231986,CHEY,2024-03-21 13:00:00,90,11.2,4.8,4.7,140,7.1,1.0,7.7,0.0,933.55,5,11.2,4.1
232106,CHEY,2024-03-21 14:00:00,91,11.4,4.0,4.0,138,7.2,0.5,5.3,0.0,933.7,31,11.4,3.4
232226,CHEY,2024-03-21 15:00:00,88,12.6,3.0,3.0,120,10.5,0.3,3.8,0.0,933.63,158,12.1,2.7
232346,CHEY,2024-03-21 16:00:00,81,13.8,3.2,3.1,143,9.5,0.4,4.0,0.0,933.92,198,13.5,2.9
232466,CHEY,2024-03-21 17:00:00,84,14.3,1.0,0.9,62,16.2,0.6,2.0,0.25,933.94,223,14.1,0.7
232586,CHEY,2024-03-21 18:00:00,65,16.0,3.7,3.6,157,9.2,0.6,5.0,0.25,933.17,278,15.7,3.2
232706,CHEY,2024-03-21 19:00:00,71,15.4,2.8,2.8,214,9.8,0.5,4.3,0.51,932.43,143,15.3,2.3
232826,CHEY,2024-03-21 20:00:00,72,15.4,4.4,4.3,171,10.5,0.6,5.5,0.51,931.56,254,15.1,3.8
232946,CHEY,2024-03-21 21:00:00,75,15.2,3.8,3.7,-999,12.1,0.7,5.5,0.51,931.02,215,15.0,3.3
233066,CHEY,2024-03-21 22:00:00,70,15.1,3.4,3.4,206,11.6,0.4,4.2,0.51,930.73,428,14.7,3.2
233186,CHEY,2024-03-21 23:00:00,64,16.0,3.8,3.8,152,8.2,0.5,4.7,0.51,930.31,381,15.4,3.5
233306,CHEY,2024-03-22 00:00:00,68,15.4,4.5,4.4,111,13.6,0.5,5.8,0.51,930.52,126,15.3,3.6
233426,CHEY,2024-03-22 01:00:00,84,12.6,2.1,2.1,109,1.9,0.1,2.4,0.0,931.0,2,13.6,1.0
233546,CHEY,2024-03-22 02:00:00,87,11.3,2.3,2.3,157,4.1,0.2,2.7,0.0,931.94,0,12.7,1.6
233666,CHEY,2024-03-22 03:00:00,90,10.0,3.2,3.2,171,1.3,0.1,3.3,0.0,932.6,0,12.0,2.1
233786,CHEY,2024-03-22 04:00:00,87,10.4,1.1,1.1,165,5.4,0.1,1.3,0.0,932.36,0,11.8,1.5
233906,CHEY,2024-03-22 05:00:00,91,8.9,1.5,1.5,161,10.7,0.1,2.0,0.0,932.14,0,10.0,1.4
234026,CHEY,2024-03-22 06:00:00,97,8.7,1.8,1.8,143,5.1,0.1,2.3,0.0,932.15,0,10.1,1.4
234146,CHEY,2024-03-22 07:00:00,98,9.3,1.5,1.5,185,7.2,0.1,1.7,0.0,932.08,0,10.2,1.5
234266,CHEY,2024-03-22 08:00:00,98,9.5,0.5,0.5,124,4.7,0.3,0.9,0.0,931.74,0,10.2,0.8
234386,CHEY,2024-03-22 09:00:00,99,8.0,0.6,0.6,287,0.1,0.1,0.8,0.0,931.32,0,10.2,1.2
234506,CHEY,2024-03-22 10:00:00,99,8.0,1.5,1.5,265,1.3,0.1,1.8,0.25,931.15,0,10.0,1.4
234626,CHEY,2024-03-22 11:00:00,99,4.3,0.6,0.6,314,14.6,0.2,0.8,0.25,931.77,0,4.8,0.1
234746,CHEY,2024-03-22 12:00:00,99,3.8,1.2,1.2,292,3.5,0.2,1.7,0.25,932.08,0,4.6,0.3
234866,CHEY,2024-03-22 13:00:00,99,5.0,2.9,2.7,346,18.4,0.6,4.4,0.25,933.54,15,4.9,2.2
234986,CHEY,2024-03-22 14:00:00,99,6.6,2.9,2.8,325,10.8,0.4,4.0,0.25,934.04,106,6.3,2.3
235106,CHEY,2024-03-22 15:00:00,99,10.9,3.6,3.5,331,7.3,0.3,4.5,0.25,934.06,446,11.1,2.7
235226,CHEY,2024-03-22 16:00:00,66,13.7,8.5,8.2,350,15.3,1.4,11.1,0.25,935.01,577,12.8,6.5
235346,CHEY,2024-03-22 17:00:00,46,15.2,10.3,9.8,355,17.7,1.4,13.1,0.25,935.54,776,13.9,7.7
235466,CHEY,2024-03-22 18:00:00,39,17.5,9.8,9.3,355,17.7,1.9,13.6,0.25,935.64,837,16.0,7.6
235586,CHEY,2024-03-22 19:00:00,35,18.2,10.7,9.9,1,22.9,1.9,14.4,0.25,935.97,850,16.6,7.9
235706,CHEY,2024-03-22 20:00:00,31,19.2,9.2,9.1,18,10.5,2.3,14.6,0.25,935.41,806,17.7,7.0
235826,CHEY,2024-03-22 21:00:00,31,18.8,9.6,9.5,34,8.5,1.9,13.0,0.25,935.36,698,17.4,7.8
235946,CHEY,2024-03-22 22:00:00,31,18.0,8.8,8.6,42,12.2,1.1,10.6,0.25,935.66,542,16.8,6.1
236066,CHEY,2024-03-22 23:00:00,32,17.2,8.1,7.9,26,13.4,1.3,10.8,0.25,936.17,350,16.5,6.4
236186,CHEY,2024-03-23 00:00:00,36,15.5,7.0,7.0,28,8.9,1.1,9.2,0.25,937.2,134,15.3,5.5
236306,CHEY,2024-03-23 01:00:00,44,12.7,5.1,5.1,36,6.2,0.8,7.0,0.0,937.95,3,13.1,3.7
236426,CHEY,2024-03-23 02:00:00,51,10.4,5.1,5.1,47,7.9,0.8,6.8,0.0,938.57,0,10.9,3.2
236546,CHEY,2024-03-23 03:00:00,60,8.2,2.9,2.9,46,6.3,0.3,3.5,0.0,939.95,0,9.0,1.7
236666,CHEY,2024-03-23 04:00:00,66,6.7,3.7,3.7,22,4.2,0.2,4.4,0.0,940.55,0,7.8,2.0
236786,CHEY,2024-03-23 05:00:00,74,5.0,3.8,3.7,20,7.4,0.4,4.6,0.0,940.81,0,6.1,2.1
236906,CHEY,2024-03-23 06:00:00,76,4.2,1.5,1.5,350,5.2,0.1,1.8,0.0,941.19,0,5.0,0.9
237026,CHEY,2024-03-23 07:00:00,79,3.6,3.9,3.8,26,5.6,0.4,4.8,0.0,941.0,0,4.4,2.4
237146,CHEY,2024-03-23 08:00:00,82,2.4,3.5,3.5,42,5.2,0.3,4.1,0.0,940.56,0,3.2,2.1
237266,CHEY,2024-03-23 09:00:00,85,1.2,2.2,2.2,57,5.4,0.3,2.8,0.0,940.0,0,1.9,0.8
237386,CHEY,2024-03-23 10:00:00,90,0.0,2.9,2.9,48,4.0,0.2,3.3,0.0,939.33,0,0.6,1.5
237506,CHEY,2024-03-23 11:00:00,90,-0.2,3.5,3.5,39,5.1,0.4,4.3,0.0,939.75,0,0.3,2.2
237626,CHEY,2024-03-23 12:00:00,93,-1.3,2.6,2.6,59,3.7,0.2,3.1,0.0,940.22,0,-0.7,1.1
237746,CHEY,2024-03-23 13:00:00,95,-1.2,2.2,2.1,56,6.6,0.3,2.9,0.0,940.58,36,-1.0,1.1
237866,CHEY,2024-03-23 14:00:00,90,0.5,1.9,1.8,42,10.9,0.3,2.6,0.0,941.66,154,0.2,1.7
237986,CHEY,2024-03-23 15:00:00,84,1.8,3.0,2.9,87,13.5,0.5,3.9,0.0,941.36,311,1.2,2.4
238106,CHEY,2024-03-23 16:00:00,77,3.2,2.3,2.3,86,13.5,0.6,3.7,0.0,941.24,455,2.6,2.1
238226,CHEY,2024-03-23 17:00:00,68,6.1,3.5,3.2,91,25.4,1.3,6.8,0.0,940.22,754,5.1,3.2
238346,CHEY,2024-03-23 18:00:00,51,10.2,3.8,3.7,128,12.6,1.3,5.9,0.0,939.11,862,9.1,3.5
238466,CHEY,2024-03-23 19:00:00,45,12.1,6.7,6.6,165,10.7,1.0,8.6,0.0,937.35,822,11.0,6.0
238586,CHEY,2024-03-23 20:00:00,45,13.4,5.0,4.8,171,15.9,1.5,7.9,0.0,936.04,742,12.3,4.6
238706,CHEY,2024-03-23 21:00:00,40,14.8,7.5,7.4,155,9.8,1.1,10.3,0.0,933.98,595,14.1,6.8
238826,CHEY,2024-03-23 22:00:00,45,13.6,8.0,7.8,159,9.5,1.1,10.3,0.0,932.97,280,13.2,6.8
238946,CHEY,2024-03-23 23:00:00,53,12.9,8.2,8.1,162,8.4,1.4,11.3,0.0,931.97,152,12.7,7.4
239066,CHEY,2024-03-24 00:00:00,60,12.1,8.0,7.9,165,9.9,1.3,11.0,0.0,931.18,46,12.1,6.9
239186,CHEY,2024-03-24 01:00:00,69,10.9,8.3,8.3,173,6.1,1.5,12.1,0.0,931.14,0,11.0,7.3
239306,CHEY,2024-03-24 02:00:00,76,10.1,7.5,7.4,168,6.9,1.3,10.1,0.0,930.43,0,10.1,6.3
239426,CHEY,2024-03-24 03:00:00,80,9.9,6.9,6.8,170,7.4,1.1,9.2,0.0,930.1,0,9.9,5.7
239546,CHEY,2024-03-24 04:00:00,80,10.1,8.6,8.6,165,7.1,1.6,11.8,0.0,928.53,0,10.1,7.6
239666,CHEY,2024-03-24 05:00:00,81,10.2,7.8,7.7,167,7.9,1.2,10.4,0.0,927.27,0,10.2,6.7
239786,CHEY,2024-03-24 06:00:00,82,11.4,9.6,9.5,170,7.6,1.5,13.3,0.0,925.76,0,11.5,8.4
239906,CHEY,2024-03-24 07:00:00,84,12.0,12.2,12.1,172,7.2,2.0,17.4,0.0,924.99,0,12.0,10.6
240026,CHEY,2024-03-24 08:00:00,87,12.3,13.3,13.2,171,7.4,1.8,17.7,0.0,924.14,0,12.3,11.6
240146,CHEY,2024-03-24 09:00:00,90,12.2,12.2,12.1,173,7.4,2.0,15.6,0.0,923.0,0,12.1,10.6
240266,CHEY,2024-03-24 10:00:00,89,12.4,13.2,13.1,169,7.2,1.6,16.7,0.0,922.21,0,12.4,11.6
240386,CHEY,2024-03-24 11:00:00,88,12.7,11.6,11.5,168,7.7,1.6,17.5,0.0,921.97,0,12.7,10.2
240506,CHEY,2024-03-24 12:00:00,89,12.7,10.7,10.6,166,8.2,2.0,15.3,0.0,921.75,0,12.7,9.3
240626,CHEY,2024-03-24 13:00:00,89,12.7,11.0,10.9,166,8.2,1.7,16.5,0.0,921.23,4,12.6,9.6
240746,CHEY,2024-03-24 14:00:00,87,12.9,13.5,13.4,165,6.8,1.8,18.5,0.0,921.05,48,12.8,11.7
240866,CHEY,2024-03-24 15:00:00,84,13.1,12.3,12.2,168,7.5,1.8,16.6,0.0,920.3,65,13.0,10.8
240986,CHEY,2024-03-24 16:00:00,72,14.1,14.1,13.9,171,8.4,1.5,17.9,0.0,919.12,210,13.8,12.3
241106,CHEY,2024-03-24 17:00:00,67,14.0,13.5,13.4,167,8.0,1.9,19.1,0.0,918.33,178,13.8,11.7
241226,CHEY,2024-03-24 18:00:00,64,13.9,12.7,12.6,167,8.0,1.6,15.5,0.0,917.57,245,13.6,10.9
241346,CHEY,2024-03-24 19:00:00,51,17.6,12.3,12.2,172,7.9,1.9,16.7,0.0,916.14,756,16.7,11.0
241466,CHEY,2024-03-24 20:00:00,49,19.2,12.6,12.5,160,8.4,2.5,19.0,0.0,914.09,860,18.2,11.4
241586,CHEY,2024-03-24 21:00:00,63,16.4,8.1,8.0,172,9.7,1.3,12.2,0.25,913.66,8,16.7,6.6
241706,CHEY,2024-03-24 22:00:00,81,15.3,6.7,6.6,150,9.9,1.0,10.0,1.27,912.5,493,14.9,5.8
241826,CHEY,2024-03-24 23:00:00,60,16.6,8.5,8.4,166,7.4,1.8,13.2,1.27,911.47,196,16.5,7.3
241946,CHEY,2024-03-25 00:00:00,60,16.5,8.4,8.4,176,7.2,0.9,10.6,1.27,912.15,62,16.7,7.3
242066,CHEY,2024-03-25 01:00:00,70,15.2,5.5,5.4,181,9.1,0.9,7.5,0.0,913.19,3,15.4,4.7
242186,CHEY,2024-03-25 02:00:00,30,16.4,4.2,4.2,237,10.9,0.9,6.2,0.0,912.69,0,16.9,3.1
242306,CHEY,2024-03-25 03:00:00,35,15.1,3.8,3.7,171,14.0,0.7,5.4,0.0,913.37,0,15.8,2.9
242426,CHEY,2024-03-25 04:00:00,48,13.5,4.6,4.6,171,5.4,0.4,5.5,0.0,913.61,0,14.0,3.6
242546,CHEY,2024-03-25 05:00:00,24,14.5,6.0,5.9,211,7.4,1.3,10.4,0.0,914.26,0,15.0,4.6
242666,CHEY,2024-03-25 06:00:00,27,13.2,5.5,5.5,206,6.2,0.7,7.2,0.0,914.37,0,13.7,4.4
242786,CHEY,2024-03-25 07:00:00,30,12.4,8.2,8.1,207,7.5,1.3,11.3,0.0,914.27,0,13.0,6.6
242906,CHEY,2024-03-25 08:00:00,34,10.9,6.3,6.2,196,6.3,0.7,7.7,0.0,914.15,0,11.5,4.9
243026,CHEY,2024-03-25 09:00:00,41,9.4,6.0,6.0,202,6.2,0.7,7.9,0.0,913.62,0,9.9,4.8
243146,CHEY,2024-03-25 10:00:00,48,7.6,5.5,5.5,201,6.4,0.6,6.9,0.0,913.51,0,8.2,4.3
243266,CHEY,2024-03-25 11:00:00,75,5.9,10.5,10.4,313,6.6,1.2,13.9,0.0,915.27,0,5.9,7.8
243386,CHEY,2024-03-25 12:00:00,76,3.7,9.8,9.8,322,6.5,1.3,12.4,0.0,917.16,0,3.5,7.3
243506,CHEY,2024-03-25 13:00:00,76,2.3,9.4,9.3,316,7.1,1.2,12.0,0.0,917.85,27,2.2,7.1
243626,CHEY,2024-03-25 14:00:00,72,2.0,8.9,8.9,334,7.2,1.2,11.2,0.0,919.5,76,1.7,6.5
243746,CHEY,2024-03-25 15:00:00,71,1.8,10.0,9.9,333,7.3,1.9,14.2,0.0,919.99,166,1.2,7.4
243866,CHEY,2024-03-25 16:00:00,58,3.7,11.1,10.9,328,8.4,1.4,13.7,0.0,920.97,596,2.1,8.1
243986,CHEY,2024-03-25 17:00:00,65,2.2,9.2,9.1,327,8.3,1.3,12.3,0.0,921.21,400,1.1,6.6
244106,CHEY,2024-03-25 18:00:00,55,3.4,9.4,9.2,315,9.6,1.9,12.9,0.0,920.82,499,2.3,7.2
244226,CHEY,2024-03-25 19:00:00,58,2.0,9.6,9.6,318,5.2,1.2,12.6,0.0,921.66,246,1.2,7.4
244346,CHEY,2024-03-25 20:00:00,54,2.4,8.2,8.0,320,10.8,1.5,12.6,0.0,921.65,206,1.8,6.2
244466,CHEY,2024-03-25 21:00:00,52,2.1,10.5,10.4,321,7.8,1.6,14.3,0.0,922.33,204,1.4,7.7
244586,CHEY,2024-03-25 22:00:00,55,2.0,10.3,10.2,314,8.4,1.3,13.4,0.0,922.96,388,1.2,7.7
244706,CHEY,2024-03-25 23:00:00,59,1.2,10.0,9.9,314,7.9,1.6,14.6,0.0,923.7,108,1.0,7.4
244826,CHEY,2024-03-26 00:00:00,59,1.0,9.9,9.8,317,6.6,1.6,13.6,0.0,924.79,57,0.8,7.3
244946,CHEY,2024-03-26 01:00:00,65,0.3,7.8,7.7,324,8.8,1.1,10.8,0.0,925.54,1,0.3,5.9
245066,CHEY,2024-03-26 02:00:00,64,0.2,9.2,9.1,328,5.7,1.5,12.3,0.0,926.14,0,0.2,6.5
245186,CHEY,2024-03-26 03:00:00,67,-0.1,8.9,8.8,327,8.2,1.4,11.7,0.0,926.74,0,-0.2,6.4
245306,CHEY,2024-03-26 04:00:00,68,-0.3,9.5,9.4,328,6.4,1.5,12.8,0.0,927.67,0,-0.2,6.8
245426,CHEY,2024-03-26 05:00:00,67,0.4,9.9,9.8,322,8.6,1.6,12.9,0.0,928.15,0,0.3,7.3
245546,CHEY,2024-03-26 06:00:00,66,-0.8,10.1,10.1,329,5.0,1.1,12.4,0.0,928.53,0,-0.6,7.4
245666,CHEY,2024-03-26 07:00:00,67,-1.3,7.2,7.0,332,13.3,0.9,8.9,0.0,929.19,0,-1.1,5.2
245786,CHEY,2024-03-26 08:00:00,69,-2.0,6.1,6.1,330,6.2,0.7,7.8,0.0,929.38,0,-1.7,4.0
245906,CHEY,2024-03-26 09:00:00,73,-2.1,5.9,5.9,339,7.5,0.7,7.6,0.0,929.45,0,-1.9,4.0
246026,CHEY,2024-03-26 10:00:00,74,-2.6,3.8,3.7,338,8.5,0.7,5.5,0.0,929.45,0,-2.2,2.4
246146,CHEY,2024-03-26 11:00:00,69,-2.4,6.5,6.5,325,5.9,0.8,8.3,0.0,930.56,0,-2.2,4.6
246266,CHEY,2024-03-26 12:00:00,64,-2.8,5.6,5.5,328,6.5,0.7,7.4,0.0,931.27,0,-2.6,3.7
246386,CHEY,2024-03-26 13:00:00,61,-2.6,7.1,7.0,328,6.4,0.8,9.0,0.0,931.79,28,-2.6,4.9
246506,CHEY,2024-03-26 14:00:00,55,-1.3,7.2,7.1,339,7.0,1.4,10.5,0.0,932.68,213,-1.8,5.6
246626,CHEY,2024-03-26 15:00:00,49,0.7,7.2,7.1,342,11.3,1.3,9.8,0.0,932.54,459,-0.3,5.4
246746,CHEY,2024-03-26 16:00:00,43,2.2,7.2,7.1,342,10.1,1.1,9.5,0.0,932.75,597,1.0,5.6
246866,CHEY,2024-03-26 17:00:00,37,4.7,5.4,5.3,328,10.0,1.0,7.8,0.0,933.12,797,3.3,4.1
246986,CHEY,2024-03-26 18:00:00,31,6.7,5.2,5.0,330,19.1,1.0,7.6,0.0,933.1,876,5.1,4.1
247106,CHEY,2024-03-26 19:00:00,30,8.6,5.2,5.1,312,13.8,0.9,7.8,0.0,932.58,798,7.1,4.2
247226,CHEY,2024-03-26 20:00:00,28,9.6,6.4,6.3,333,7.2,1.1,8.6,0.0,932.31,634,7.9,4.9
247346,CHEY,2024-03-26 21:00:00,27,11.2,3.7,3.5,13,19.1,1.3,7.6,0.0,931.92,743,9.9,2.9
247466,CHEY,2024-03-26 22:00:00,27,11.3,3.5,3.3,352,18.3,0.9,5.9,0.0,931.85,600,10.3,2.8
247586,CHEY,2024-03-26 23:00:00,27,11.0,3.3,3.1,33,15.2,1.0,5.3,0.0,931.5,390,10.3,2.3
247706,CHEY,2024-03-27 00:00:00,29,9.7,4.2,4.1,46,8.2,0.9,6.1,0.0,931.86,161,9.5,2.6
247826,CHEY,2024-03-27 01:00:00,37,6.5,3.5,3.5,69,5.0,0.2,4.2,0.0,932.41,3,7.5,1.3
247946,CHEY,2024-03-27 02:00:00,42,4.5,3.7,3.7,93,5.7,0.4,4.9,0.0,933.22,0,5.3,2.1
248066,CHEY,2024-03-27 03:00:00,44,4.2,4.2,4.2,105,6.3,0.6,6.1,0.0,934.04,0,4.6,3.0
248186,CHEY,2024-03-27 04:00:00,51,3.0,3.9,3.9,121,4.9,0.4,4.8,0.0,934.49,0,3.5,2.8
248306,CHEY,2024-03-27 05:00:00,48,3.4,4.7,4.7,125,6.3,0.5,5.8,0.0,934.63,0,3.7,3.7
248426,CHEY,2024-03-27 06:00:00,54,2.3,3.6,3.6,138,3.7,0.3,4.3,0.0,935.04,0,3.3,2.3
248546,CHEY,2024-03-27 07:00:00,54,2.8,2.5,2.4,136,5.3,0.2,3.1,0.0,935.2,0,3.1,1.2
248666,CHEY,2024-03-27 08:00:00,56,3.3,3.3,3.3,143,7.4,0.6,5.0,0.0,935.53,0,3.3,2.4
248786,CHEY,2024-03-27 09:00:00,73,1.8,2.3,2.3,97,8.1,0.5,3.7,0.25,934.78,0,2.5,0.5
248906,CHEY,2024-03-27 10:00:00,83,0.7,1.5,1.5,44,4.7,0.2,2.1,0.25,935.13,0,0.9,0.0
249026,CHEY,2024-03-27 11:00:00,80,1.1,1.6,1.5,58,6.4,0.2,2.0,0.25,935.33,0,1.1,0.0
249146,CHEY,2024-03-27 12:00:00,80,1.0,2.0,2.0,69,7.6,0.3,2.7,0.25,936.04,0,1.1,0.4
249266,CHEY,2024-03-27 13:00:00,78,1.2,0.4,0.4,66,9.7,0.3,0.9,0.25,936.85,6,1.2,0.0
249386,CHEY,2024-03-27 14:00:00,79,1.7,2.5,2.5,62,7.2,0.5,3.3,0.25,937.41,50,1.5,1.2
249506,CHEY,2024-03-27 15:00:00,77,2.1,3.8,3.7,78,13.5,0.6,5.2,0.51,938.34,133,1.8,2.5
249626,CHEY,2024-03-27 16:00:00,73,3.0,3.4,3.4,88,12.5,0.7,4.8,0.51,939.28,177,2.6,2.6
249746,CHEY,2024-03-27 17:00:00,61,5.1,5.7,5.7,114,9.4,0.6,7.4,0.51,939.57,336,4.4,4.8
249866,CHEY,2024-03-27 18:00:00,55,6.5,6.1,6.0,103,11.3,1.1,9.1,0.51,939.33,515,5.5,4.7
249986,CHEY,2024-03-27 19:00:00,53,7.0,5.2,5.1,101,9.0,1.1,7.9,0.51,939.2,341,6.1,4.2
250106,CHEY,2024-03-27 20:00:00,55,8.0,5.5,5.4,96,9.0,0.8,7.3,0.51,939.1,752,6.6,4.5
250226,CHEY,2024-03-27 21:00:00,55,7.8,4.3,4.2,98,12.1,0.5,5.8,0.51,939.33,667,6.8,3.5
250346,CHEY,2024-03-27 22:00:00,52,8.9,2.9,2.7,120,22.0,1.2,5.2,0.51,939.24,567,8.2,2.2
250466,CHEY,2024-03-27 23:00:00,50,9.1,2.6,2.4,133,24.1,1.0,5.2,0.51,939.47,358,8.7,2.1
250586,CHEY,2024-03-28 00:00:00,56,8.4,2.4,2.3,151,16.2,0.4,3.2,0.51,939.82,152,8.3,1.8
250706,CHEY,2024-03-28 01:00:00,64,6.4,2.1,2.1,163,3.1,0.1,2.6,0.0,940.18,4,7.1,1.2
250826,CHEY,2024-03-28 02:00:00,76,4.0,2.7,2.6,153,6.8,0.2,3.4,0.0,940.07,0,5.2,1.6
250946,CHEY,2024-03-28 03:00:00,81,3.7,3.6,3.6,180,4.5,0.2,4.1,0.0,940.94,0,4.6,2.4
251066,CHEY,2024-03-28 04:00:00,80,3.2,4.6,4.6,174,3.1,0.2,5.1,0.0,940.43,0,3.8,3.3
251186,CHEY,2024-03-28 05:00:00,81,2.9,4.7,4.7,181,2.7,0.2,5.0,0.0,940.76,0,4.0,3.1
251306,CHEY,2024-03-28 06:00:00,81,3.0,4.4,4.3,194,5.8,0.5,5.3,0.0,940.88,0,3.6,2.9
251426,CHEY,2024-03-28 07:00:00,88,2.4,6.1,6.1,198,4.3,0.5,7.1,0.0,941.16,0,2.7,4.7
251546,CHEY,2024-03-28 08:00:00,88,2.0,6.4,6.4,199,3.8,0.4,7.1,0.0,940.62,0,2.4,4.9
251666,CHEY,2024-03-28 09:00:00,81,2.4,6.4,6.4,201,2.9,0.4,7.3,0.0,940.09,0,3.0,4.8
251786,CHEY,2024-03-28 10:00:00,81,2.3,6.4,6.4,210,6.3,0.5,7.6,0.0,940.16,0,2.7,5.0
251906,CHEY,2024-03-28 11:00:00,80,2.2,6.0,6.0,211,6.2,0.6,7.4,0.0,940.4,0,2.6,4.7
252026,CHEY,2024-03-28 12:00:00,77,2.7,5.6,5.6,210,8.3,0.7,7.9,0.0,940.1,0,3.0,4.3
252146,CHEY,2024-03-28 13:00:00,72,3.6,7.4,7.3,212,7.0,0.7,9.1,0.0,939.98,56,3.8,5.9
252266,CHEY,2024-03-28 14:00:00,65,5.8,6.7,6.7,215,8.5,0.7,8.1,0.0,940.35,244,5.5,5.6
252386,CHEY,2024-03-28 15:00:00,56,8.9,5.3,5.2,199,10.2,1.3,8.6,0.0,940.31,472,8.1,4.7
252506,CHEY,2024-03-28 16:00:00,53,11.2,7.7,7.6,202,8.6,1.1,10.6,0.0,940.23,654,10.1,6.5
252626,CHEY,2024-03-28 17:00:00,47,14.2,7.9,7.8,191,10.3,1.2,11.4,0.0,939.66,791,13.0,7.0
252746,CHEY,2024-03-28 18:00:00,42,15.9,9.2,9.1,192,7.4,1.2,11.5,0.0,938.47,871,14.5,7.9
252866,CHEY,2024-03-28 19:00:00,37,17.2,7.7,7.6,176,10.7,1.3,10.1,0.0,937.38,886,16.0,6.9
252986,CHEY,2024-03-28 20:00:00,34,18.5,9.4,9.2,180,9.1,1.3,13.1,0.0,936.14,836,17.3,8.3
253106,CHEY,2024-03-28 21:00:00,34,19.0,9.5,9.2,171,12.1,1.4,13.0,0.0,935.01,723,18.0,8.4
253226,CHEY,2024-03-28 22:00:00,34,19.5,10.2,10.1,181,7.8,1.4,13.2,0.0,934.32,564,18.6,8.9
253346,CHEY,2024-03-28 23:00:00,33,19.5,9.3,9.2,168,9.0,1.8,13.3,0.0,933.5,367,19.1,8.2
253466,CHEY,2024-03-29 00:00:00,35,18.7,9.8,9.6,160,8.9,1.2,13.5,0.0,932.71,160,18.7,8.4
